AL_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CY_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics,TR_load_actual_entsoe_power_statistics,UK_UKM_load_actual_entsoe_power_statistics
963.42,8220,1407.16,9583,4464.39,6582,717.22,7342,60577.94898,3619.5,811.8,33874,7863.23,47465,7518,2376,5197.91,3415.28,46167,1295,828.8,725,462,700,13349,12600.04,19355.10204,6380,7012,4330,13093,1730,3489.81,27405.04,41903
996.66,8040,1516.4,9257,4373.7,6441,719.96,7212,58378.73469,3414.5,759.5,33436,7917.45,46561,7256,2478,5282.96,3285.3,45729,1243,804.18,684,472,725,12926,12479.23,19151.02041,6286,6826,4661,12759,1729,3464,28028.85,40571.5
924.13,7586,1430.86,9496,4019.28,6405,697.04,7012,56493.5,3295.6,717.3,32866,7882.57,51244,6956,2428,5035.09,3163.8,42574,1160,759.78,657,449,741,12852,12233.69,18427.55102,6365,6247,4473,12285,1635,3300.34,27377.16,39195.25
779.33,6974,1311.47,9178,3623.59,6014,661.23,6582,52374.42857,3077.6,669,30630,7539.66,49137,6448,2181,4783.79,3004.94,39287,1062,702.47,592,422,699,12432,11918.81,16893.87755,6120,5694,4172,11701,1525,3122.61,26503.11,36884.88
655.06,6670,1154.73,8601,3356.8,5823,618.07,6230,49230.04082,2933.2,633.5,29301,7223.42,43335,5984,1868,4431.11,2719.39,35988,1006,639.58,541,395,617,11588,11428.95,15658.16327,5647,5426,3729,11371,1423,2971.44,25338.05,31955.5
583.79,6380,1053.34,8225,3219.7,5940,579.61,6177,47332.54082,2800.3,618.7,27561,7043.48,42218,5673,1712,4184.01,2482.36,33612,982,637.54,520,357,540,10979,11170.66,15039.79592,5175,5246,3323,11276,1367,2832.92,23970.97,28964.63
557.83,6179,1003.45,7944,3167.34,6155,551.8,6009,46112.88776,2738.6,589.6,26336,6868.84,40169,5516,1732,3968.29,2326.09,32145,968,608.65,499,334,495,10707,10908.31,14598.97959,4944,5321,3100,11105,1325,2796.58,22807.68,27510.75
542.85,6036,986.07,7949,3182.14,6217,530.72,5908,46152.94898,2733.8,566.9,25684,6849.41,38661,5407,1779,3931.54,2239.6,31482,934,615.08,480,312,475,10567,10823.68,14497.95918,4789,5260,2914,10947,1325,2799.07,21853.55,26609.25
553.57,6260,986.32,7925,3256.94,5919,511.59,5865,47145.46939,2723.6,593.1,25495,7048.95,39018,5405,1773,3955.1,2202.78,31375,964,643.32,496,316,477,10537,10777.03,14139.79592,4692,5139,2910,11548,1346,2803.53,21309.39,26133.75
586.98,7077,1006.62,8091,3521.61,5939,494.03,6128,49820.40816,2888.6,687.5,25739,7768.99,40655,5495,1652,4135.53,2222.43,31925,1137,714.49,593,290,471,10632,11116.31,14450,4678,5415,2994,13008,1375,2867.43,20117.34,25997.63
696.78,8306,1121.58,8878,3864.23,6342,529.59,7185,57651.40816,3367.5,807.2,27233,8371.81,45158,6081,1834,4774.66,2220.99,35797,1283,788.74,713,318,520,11452,11986.12,16762.2449,4659,6101,3352,14216,1613,3227.45,19961.19,26751.38
835.02,9195,1330.11,9774,4228.27,6871,622.05,7790,63637.28571,3932.7,915.5,29465,8676.88,49444,6866,2141,5219.96,2488.79,42150,1409,841.02,832,368,591,12823,12938.2,18842.85714,4742,6651,3856,14627,1774,3445.39,21068.75,31889.13
926.88,9413,1449.73,10314,4436.7,7362,713.11,8068,66790.63265,4184.7,966,31739,8840.05,51871,7525,2334,5396.23,2979.69,48216,1469,884.62,889,407,660,13940,13395.93,19951.02041,5292,6902,4273,14836,1873,3513.15,22808.93,38040.5
979.54,9623,1516.69,10643,4476.12,7484,764.09,8254,67747.37755,4258.4,968.5,33914,8870.67,53773,7955,2432,5585.86,3354.5,51480,1488,894.58,905,428,708,14264,13420.83,20432.65306,6047,7042,4369,15026,1892,3577.71,24821.98,40658.38
1007.39,9869,1537.34,10834,4552.94,7700,790.72,8211,69233.93878,4359,973.2,35053,8946.25,54819,8232,2467,5698.08,3488.04,52804,1491,935.32,901,439,735,14313,13418.6,20588.77551,6376,7069,4447,15070,1891,3598.65,26347.49,41781.38
1026.62,9898,1551.79,10982,4555.33,7941,795.71,8315,70472.58163,4343.5,956.3,35323,9000.11,56092,8469,2578,5774.5,3509.74,54485,1483,952.47,885,455,768,14312,13375.41,21014.28571,6504,7005,4549,14855,1922,3672.2,27216.13,41609.63
1026.9,9640,1567.66,10879,4700.97,7426,805.57,8388,69739.29592,4284.9,977.4,36091,8931.71,56147,8599,2631,5874.51,3550.25,52429,1511,924.98,904,466,792,14297,13279.09,21211.22449,6669,7089,4611,14888,1943,3723.78,27771.93,41615.38
1025.98,9559,1594.05,10859,4669.91,7510,809.22,8334,69244.96939,4299.2,964.1,36451,8736.95,54816,8489,2617,5831.25,3596.88,51850,1499,889.81,897,474,803,14509,13149.72,21243.87755,6522,7037,4642,14941,1973,3675.58,27966.44,41243.13
981.04,9506,1630.39,10705,4654.8,7419,825.6,8123,68044.60204,4200.4,959.7,35656,8692.38,54662,8239,2557,5789.7,3557.53,53126,1481,896.25,875,471,799,14571,13158.27,20911.22449,6466,7002,4589,14859,1913,3677.58,27950.14,41034.38
949.89,9453,1608.18,10545,4593.01,7403,819.76,8147,67001.57143,4043.7,928.4,35009,8661.44,53733,8055,2483,5789.23,3534.22,53714,1439,855,854,467,786,14617,13111.59,20666.32653,6696,6949,4535,14539,1821,3635.33,28069.03,41141.25
928.23,9431,1570.4,10356,4511.79,7268,820.89,8086,65769.12245,3951.9,903.3,34987,8535.99,52615,7963,2426,5710.17,3550.57,53046,1388,840.43,824,461,775,14744,12929.44,20389.79592,6704,6857,4509,14613,1783,3560.27,27944.63,41636.63
929.59,9289,1509.89,10261,4545.73,7052,796.12,7929,65485.60204,4121.2,889.5,35046,8488.47,51937,7889,2395,5622.41,3583.76,51339,1362,845.67,812,454,764,14856,12814.76,19908.16327,6708,6752,4461,14247,1809,3541.61,27991.89,43903
934.57,9153,1470.19,10300,4567.86,6951,771.56,7626,65188.87755,4047.2,870.4,34518,8583.81,52731,7765,2374,5527.15,3646.13,49707,1329,910.66,789,456,732,14388,12707.96,19683.67347,6541,6749,4402,13963,1797,3500.53,28300.37,45092.88
932.94,8617,1455.56,10165,4492.63,6659,729.25,7559,64096.85714,3845.5,845.8,33992,8498.15,50989,7663,2393,5456.15,3554.14,48146,1296,842.94,770,455,715,14035,12613.76,19737.7551,6387,6764,4380,13652,1799,3502.55,28462.95,44969.13
970.04,8271,1497.09,9803,4583.34,6410,723.76,7371,61507.36735,3650.2,820.9,33396,8140.79,47609,7803,2392,5370.07,3347.42,46508,1265,848.54,739,463,758,13674,12486.55,19637.7551,6387,6946,4555,13251,1776,3525.02,29842.38,43725
1008.18,7989,1560.05,9410,4505.34,6413,722.6,7283,59320.30612,3481.5,775.3,32967,8168.71,46674,7545,2502,5432.47,3216.99,46160,1225,815.04,702,468,777,13272,12352.45,19351.02041,6293,6844,4856,12898,1736,3487.01,30547.44,42016
942.38,7604,1462.79,9530,4156.1,6418,699.99,7069,56893.78571,3366.8,731.9,32421,8079.25,50669,7275,2425,5163.29,3109.88,43181,1144,785.33,672,452,788,13039,12009.54,18473.46939,6372,6141,4658,12363,1651,3337.64,29939.29,40325.5
780.97,6983,1317.82,9173,3711.04,5976,666.06,6644,52651.71429,3139.7,693.4,30183,7742.13,48409,6761,2186,4919.74,3047.63,39737,1049,739.37,607,425,756,12484,11854.82,17032.65306,6173,5626,4310,11796,1544,3134.41,28878.99,37164.88
657.12,6614,1169.93,8613,3416.64,5773,624.54,6239,49604.9898,2914.5,653.7,28744,7413.56,42712,6190,1945,4590.03,2799.1,36051,983,654.93,559,405,647,11665,11399.23,15678.57143,5690,5289,3822,11413,1460,3009.22,27831.31,32630.75
584.93,6330,1078.27,8317,3283.76,6239,586.67,6214,47815.87755,2795.6,627,27127,7181.24,41601,5882,1938,4362.5,2544.56,33843,947,623.61,537,352,560,11113,11102.59,15164.28571,5285,5192,3431,11306,1350,2894.77,26602,29346
536.03,6129,1032.99,8063,3221.85,6301,557.63,6033,46705.95918,2731.4,603.6,25926,6983.84,39532,5708,1861,4144.17,2378.23,32544,940,560.24,524,338,509,10869,10951.64,14733.67347,5006,5154,3135,11180,1357,2795.39,25367.62,27914.5
506.68,6052,1002.2,8023,3218.79,6369,536.88,5906,46708.90816,2723.5,586.5,25372,6921.09,38016,5616,1830,4090.67,2278.71,31836,918,517.57,505,302,490,10760,10930.96,14615.30612,4819,5219,3037,11041,1343,2799.98,24748.83,26831.38
513.96,6263,996.26,7981,3248.52,6128,516.49,5859,47660.60204,2707,607.7,25166,7199.51,38301,5612,1829,4081.46,2239.85,31832,944,522.24,521,288,488,10798,10815.69,14226.53061,4765,5174,2977,11419,1349,2818.54,24162.47,26192.88
581.78,7016,1007.52,8150,3524.67,6267,500.18,6114,50633.70408,2849.4,701.8,25320,7900.5,40209,5681,1819,4264.6,2243.78,32284,1097,543.73,618,288,484,10958,10960.03,14758.16327,4706,5447,3048,12751,1387,2912.65,23329.54,25948.25
709.12,8219,1126.13,8950,3900.28,6238,535.75,7181,58364.02041,3340.3,822.5,26855,8466.11,44164,6268,1860,4907.6,2226.5,35953,1288,599.4,737,317,523,11852,11753.9,16848.97959,4714,6091,3375,14045,1678,3283.76,23551.52,26845
835.61,9191,1328.92,9839,4265.45,6950,626.6,7747,64460.58163,3912.7,935.8,28933,8578.85,48501,7031,2171,5355.73,2488.18,41682,1414,675.24,852,367,583,13421,12773.23,18979.59184,4771,6655,3921,14649,1780,3538.76,25947.85,32051.5
930.77,9501,1464.1,10368,4472.41,7469,715.9,8003,67659.59184,4214,979.4,31071,8821.78,51114,7746,2375,5568.59,2992.81,48320,1472,720.34,899,405,659,14700,13045.98,20131.63265,5284,6951,4279,14830,1887,3698.47,31696.39,38769.38
954.54,9629,1524.25,10828,4526.96,7505,750.47,8235,69083.34694,4287.6,986,32968,8920.26,52993,8150,2496,5765.42,3365.45,52056,1485,735.5,908,424,713,15326,13172.97,20874.4898,5994,7069,4493,15019,1894,3788.35,35249.72,41838.75
973.91,9841,1547.96,11039,4616.62,7629,772.02,8184,70603.08163,4394.8,979.4,33929,8954.75,53854,8450,2553,5933.7,3496.35,52685,1495,755.66,902,433,743,15491,13160.43,20981.63265,6270,7099,4588,15093,1901,3726.73,36869.74,42906.38
990.73,9927,1567.2,11111,4643.3,7809,779.66,8350,71922,4411.6,959.3,34286,8915.86,54813,8711,2658,6037.02,3515.7,53804,1493,769.44,882,447,777,15459,13084.03,21369.38776,6400,7214,4753,14896,1937,3775.18,38247.58,43010.13
982.72,9798,1588.39,10853,4719.1,7438,795.82,8494,71244.0102,4359.6,982.3,34826,8847.21,54790,8864,2728,6080.52,3533.63,52743,1518,753.24,909,458,800,15360,12977.05,21598.97959,6544,7284,4775,14857,1975,3845.04,37872.43,43011.88
1000.2,9762,1594.26,10778,4711.91,7459,799.09,8451,70349.88776,4531.9,973,34996,8805.38,53602,8784,2718,6068.97,3580.41,53385,1512,746.53,896,468,815,15488,12882.27,21690.81633,6401,7291,4806,14717,1995,3806.11,39026.56,42959.63
965.55,9748,1640.58,10631,4698.98,7403,809.5,8249,69234.73469,4372.2,961.9,33968,8707.55,52704,8532,2648,6048.55,3540.96,55474,1480,737.51,877,465,808,15528,12945.02,21309.18367,6321,7160,4787,14417,1910,3772.49,39880.25,42406.75
933.28,9696,1609.77,10454,4669.52,7333,801.92,8207,68227.30612,4202.1,931.6,33289,8610.29,51444,8315,2536,6057.17,3514.03,53894,1446,719.17,864,460,792,15515,12830.18,21132.65306,6557,7116,4703,14108,1850,3727.07,39624.08,41730
915.4,9611,1565.66,10288,4608.48,7180,791.17,8126,66829.54082,4099.9,912.7,33313,8566.79,50612,8160,2467,5979.15,3530.53,53510,1401,724.97,837,450,771,15357,12750.64,20768.36735,6590,7011,4607,14046,1830,3672.9,39214.24,41735.13
924.22,9572,1501.29,10412,4646.11,7170,777.54,8014,66278.63265,4282.3,892.9,33431,8540.6,49873,8057,2440,5892.17,3595.44,51773,1374,710.09,825,443,752,15391,12608.44,20374.4898,6562,6937,4520,13716,1778,3626.93,38168.47,43091.63
932.73,9264,1465.26,10331,4675.36,7191,757.34,7679,65508.35714,4190.5,864.2,32725,8583.26,50791,7927,2413,5764.66,3686.85,48982,1337,702.46,799,446,732,14707,12571.07,20129.59184,6340,6882,4469,13456,1786,3546.93,36699.59,43815.38
930.21,8826,1440.12,10023,4586.61,6933,723.93,7565,64355.91837,3958,849,32442,8503.93,49222,7855,2423,5705.6,3597.76,47038,1312,686.56,777,443,710,14321,12489.26,20194.89796,6128,6896,4460,13222,1809,3567.33,36059.85,43001.13
971.2,8433,1473.63,9709,4690,6594,719.33,7338,61653.81633,3739.9,826.3,31887,8171.23,45783,8050,2408,5593.66,3432.24,44711,1298,653.03,760,450,752,13869,12488.33,20017.34694,6100,7066,4614,12896,1755,3540.9,36891.56,41758.25
1002.44,7996,1572.41,9353,4590.24,6394,725.87,7190,59337.09184,3557.3,779.8,31550,8173.99,45254,7844,2472,5406.49,3288.84,43692,1266,619.51,723,464,766,13423,12213.51,19578.57143,6007,6995,4910,12585,1684,3488.53,37338.86,40118.5
927.72,7668,1476.5,9539,4197.53,6299,704.43,6941,56997.72449,3455.7,735.7,31206,8058.99,49563,7594,2387,5107.85,3180.6,40359,1188,606.26,683,444,782,13175,11966.19,18679.59184,6179,6352,4704,11982,1586,3319.96,36732.11,38609.25
781.02,7087,1340.22,9268,3798.5,6004,669.7,6533,52561.29592,3209.8,690.3,29021,7740.13,47640,7045,2131,4866.93,3031.67,36883,1088,568.01,619,420,745,12610,11676.66,17181.63265,6017,5756,4419,11378,1459,3131.87,35088.92,35380.13
666.26,6790,1200.33,8658,3480.59,5744,634.17,6211,49222.28571,2991.1,645.1,27754,7399.24,42026,6483,1888,4548.36,2719.22,33609,1006,536.77,559,392,663,11725,11101.99,15953.06122,5470,5474,3999,11084,1406,2991.81,33323.81,30863
600.43,6414,1096.78,8273,3300.04,5770,593.19,6164,47179.17347,2857.1,612.1,26301,7214.59,40851,6152,1795,4340.48,2455.73,31760,973,570.51,537,364,581,11120,10801.27,15425.5102,5152,5310,3553,10978,1322,2880.65,31621.19,27626.38
571.27,6368,1033.37,8040,3260.57,5839,561.98,5982,46088.73469,2791.6,584.8,25102,7059.67,38548,5942,1723,4135.85,2302.26,30477,973,574.18,516,327,524,10808,10680.76,15059.18367,4902,5281,3285,10937,1303,2785.16,30187.7,26470.63
559.68,6210,1011.94,7963,3255.73,5996,536.51,5868,46036.81633,2781.3,567.1,24613,7059.55,37267,5837,1682,4078.68,2202.21,30041,953,584.51,500,319,494,10678,10566.45,14983.67347,4761,5270,3154,10902,1291,2804.07,29435.09,25454.25
557.05,6346,1016.99,7973,3322.32,5820,518.33,5851,46722.27551,2802.6,589.9,24405,7295.81,37731,5778,1688,4035.12,2154.07,30034,990,601.54,518,298,497,10670,10451.35,14612.2449,4665,5218,3130,11306,1314,2832.69,28886.72,24959
591.74,7118,1034.2,8168,3608.38,5825,500.15,6075,49669.56122,2963.2,684.9,24694,7951.48,39434,5828,1686,4263.64,2171.19,30373,1127,627.3,612,307,496,10797,10732.69,14839.79592,4636,5493,3164,12769,1338,2894.61,27815.46,24569.88
699.59,8316,1161.82,8923,3975.07,6006,553.1,7096,57470.95918,3435.7,794.8,25802,8453.74,43717,6353,1932,4899.11,2200.21,33374,1313,684.27,730,338,543,11708,11670.17,17129.59184,4559,6177,3546,14023,1601,3243.42,27792.67,25511.13
828.2,9224,1359.17,9752,4355.96,6645,676.42,7662,63585.17347,4010.4,902.7,27569,8696.31,47982,7114,2091,5276.49,2474.92,39637,1451,754.5,844,368,582,13250,12637.71,19259.18367,4563,6683,4048,14617,1753,3475.79,29660.32,30818.25
927.78,9512,1465.99,10200,4530.25,7036,717.06,7930,66622.93878,4294,949.7,29446,8824.59,50385,7822,2289,5388.42,2909.98,45251,1514,770.44,887,403,653,14367,12972.55,20512.2449,5078,7050,4465,14767,1846,3601.33,34782.04,37477.75
980.41,9659,1509.72,10452,4606.99,7117,753.06,8157,67581.33673,4394.7,959.6,30747,8887.92,51935,8231,2396,5504.29,3266.97,47646,1547,830.13,909,425,740,14886,13124.96,21194.89796,5770,7109,4630,15075,1834,3678.05,38223.21,40352.5
992.22,9759,1518.01,10631,4761.81,7337,784.41,8130,69095.92857,4537.4,960.5,31653,8938.04,52840,8574,2415,5615.65,3416.58,48388,1551,885.7,919,432,763,15043,13128.41,21284.69388,6072,7173,4709,15032,1804,3652.92,39748.76,41366.63
1003.45,9803,1535.18,10778,4789.31,7572,798.78,8224,70658.0102,4537.7,949.8,31978,8958.2,53688,8967,2504,5720.24,3466.76,48746,1542,885.79,892,435,796,15140,13125.07,21377.55102,6221,7266,4779,15080,1829,3678.93,41073.62,41418.63
1006.86,9631,1549.58,10693,4911.83,7130,817.96,8278,70149.7449,4455,970.3,32449,8868.93,53764,9179,2535,5759.35,3488.46,47096,1569,880.21,913,456,825,14951,13124.91,21528.57143,6356,7366,4866,14870,1858,3718.58,40172.93,41814.25
996.49,9633,1549.8,10586,4917.98,7254,828.8,8183,69490.13265,4461.5,976.9,32736,8845.96,52771,9099,2521,5691.06,3515.53,46933,1545,911.59,915,470,833,14910,13026.07,21271.42857,6248,7338,4869,14828,1857,3671.24,41244.16,42305.13
964.44,9471,1578.06,10543,4913.43,7218,845.05,7907,68419.52041,4374,969.7,31885,8771.44,51873,8917,2456,5632.8,3495.65,47655,1523,901.71,895,467,828,14788,12980.68,20813.26531,6193,7209,4791,14729,1810,3627.21,42286.21,42051.13
932.66,9437,1566.47,10379,4894.4,7155,844.33,7960,67336.46939,4223.4,955.5,31231,8629.8,50623,8724,2394,5623.77,3473.14,47904,1499,882.99,877,469,811,14799,12866.8,20526.53061,6339,7144,4709,14432,1811,3569.55,41599.38,41864.88
919.48,9199,1531.65,10285,4813.31,6992,843.72,7895,66099.4898,4166.2,933.9,31226,8567.63,49581,8590,2357,5575.68,3495.03,48515,1452,899.88,840,467,792,14805,12827.56,20192.85714,6390,7037,4672,14330,1780,3542.8,41262.25,42136
929.73,9213,1475.85,10235,4887.1,6791,829.46,7739,65821.90816,4335.7,907.7,31312,8482.04,49240,8501,2334,5474.01,3573.66,47030,1405,880.48,836,458,787,14846,12740.7,19878.57143,6409,6917,4607,13967,1735,3488.1,39986.49,43779.5
937.74,9011,1433.54,10048,4838.72,6788,801.79,7412,65058.08163,4207.8,886,30939,8485.49,50148,8339,2309,5357.92,3674.2,45556,1387,873.86,815,460,775,14472,12490.64,19535.71429,6240,6850,4544,13680,1758,3447.25,38182.38,44606.75
934.39,8632,1414.66,9651,4708.97,6598,750.94,7338,64187.42857,4015.7,864.4,30644,8408.18,48661,8187,2317,5303.46,3609.21,44553,1380,870.73,796,459,753,14125,12447.83,19531.63265,6096,6917,4494,13524,1754,3447.88,37568.59,44216
969.73,8302,1437.02,9401,4782.41,6275,748.95,7186,61709.36735,3780.7,831.8,30368,8118.89,45448,8279,2309,5218.68,3455.08,43105,1341,814.47,765,467,787,13798,12366.19,19380.61224,6115,7054,4599,13205,1730,3443.6,38390.78,43231.75
1004.78,7990,1542.45,9161,4728.65,6188,751.9,7069,59157.95918,3598.2,785.4,30374,8271.91,44729,8109,2406,5286.94,3321.29,42899,1265,784.47,728,479,801,13362,12197.21,19212.2449,6018,7012,4924,12785,1670,3412.6,38412.74,41672
927.42,7615,1449.45,9420,4351.51,6224,738,6810,56350.14286,3433.4,746.2,30110,8011.92,49143,7765,2358,5042.7,3210.79,39983,1155,738.29,675,460,811,13148,12028.68,18236.73469,6096,6414,4718,12095,1587,3281.88,37950.48,40118.5
782.64,7027,1320.95,9129,3931.11,5939,711.86,6417,52119.15306,3161.3,694.6,28151,7729.04,47605,7175,2123,4799.47,3091.33,36898,1057,753.29,607,432,770,12622,11678.58,16973.46939,5884,5896,4408,11496,1504,3095.39,36889.59,37036
661.81,6743,1171.88,8479,3612.44,6016,672.53,6090,49056.69388,2963,662.1,27038,7408.46,41915,6604,1843,4464.99,2811.47,33832,1008,722.16,563,387,676,11761,11216.25,15852.04082,5437,5633,3940,11082,1385,2956.71,34731.96,32535.88
603.99,6383,1077.05,8104,3406.08,6120,632.85,6051,47223.85714,2815.4,640.6,25452,7202.18,40678,6225,1904,4242.48,2551.03,31696,970,711.42,542,340,588,11158,10814.11,15187.7551,5016,5418,3546,10858,1327,2848.36,32852.06,29414.63
569.64,6254,1028.94,7828,3345.62,6255,603.37,5872,46143.91837,2753.5,626,24457,7076.97,38597,6042,1832,4040.69,2378.5,30410,951,706.64,526,310,535,10866,10573.69,14940.81633,4772,5347,3241,10610,1311,2761.51,31515.87,27951.25
562.15,6160,1003.76,7750,3332.47,6173,577.31,5760,46207.09184,2749.2,604.4,23966,7051.97,37323,5917,1806,3997.58,2258.24,29956,943,691.26,516,295,504,10717,10420.61,14713.26531,4661,5335,3084,10520,1287,2760.88,30430.21,27081.75
551.02,6374,1001.15,7859,3412.23,5961,557.54,5736,47314.61224,2782.7,622.6,23858,7292.62,37519,5869,1800,3992.05,2213.45,30061,968,699.85,522,286,501,10689,10269.92,14389.79592,4602,5357,3020,11008,1307,2803.39,29784.66,26354.38
598.64,7068,1013.18,7983,3671.69,6060,540.32,5985,50263.03061,2929.7,709.4,24111,7903.83,39260,5886,1793,4169.04,2233.98,30407,1126,694.68,619,286,495,10780,10515.92,14686.73469,4589,5614,3108,12485,1360,2890.22,28862.35,26106.75
705.07,8217,1134.83,8732,4018.25,5967,577.68,7006,57713.63265,3408,832.2,25535,8434.25,43376,6443,1823,4767.35,2266.46,33600,1292,750.09,735,317,535,11587,11295.32,16761.22449,4563,6271,3488,13856,1569,3233.67,28838.38,26901.5
830.83,9006,1338.09,9689,4449.45,6517,669.98,7501,63810.83673,3968.8,941,27421,8719.82,47778,7286,2120,5166.22,2516.74,39620,1425,842.02,856,367,607,13065,12256.61,18808.16327,4538,6808,3961,14568,1787,3444.58,30777.85,31808
937.61,9162,1456.35,10220,4707.22,6919,764.32,7743,67186.5102,4261.7,997.3,29080,8900.44,50408,8074,2324,5348.6,2974.88,44894,1495,876.65,916,410,687,14090,12858.59,19869.38776,5141,7147,4338,14802,1825,3537.07,35576.38,37903.13
984.33,9224,1521.89,10505,4783.44,7002,806.16,7928,68591.08163,4349.9,1011.7,30621,8947.47,51860,8545,2423,5476.42,3364.47,47191,1519,901,935,436,745,14587,13015.22,20317.34694,5844,7372,4583,14932,1833,3555.86,39433.73,40616
1013.51,9292,1546.19,10622,4893.34,7141,827.62,7886,69818.31633,4474.6,1020.5,31471,9051.62,52642,8917,2450,5600.31,3555.98,48561,1519,897.33,933,447,788,14748,12974.63,20520.40816,6192,7420,4696,14965,1829,3562.86,40826.46,41594.38
1024.05,9333,1577.01,10925,4923.46,7402,826.35,7992,70924.79592,4421.9,1011.7,31818,9057.07,53567,9298,2525,5692.63,3581.76,49184,1512,929.19,912,462,821,14825,12951.8,20855.10204,6242,7523,4836,14876,1839,3631.53,42014.77,41674.38
1020.35,8953,1588.9,10573,4974.16,6970,836.78,8011,69843.80612,4297,1031.1,32223,8996.13,53566,9541,2560,5718.05,3596.21,46924,1519,926.39,929,475,848,14726,12851.87,20857.14286,6376,7599,4887,14565,1861,3681.61,40861.04,41666.88
1020.85,8836,1570.76,10400,4974.72,7088,844.89,7869,68375.11224,4217.9,1013.2,32263,8852.27,52068,9492,2539,5663.68,3585.49,46672,1502,897.79,917,485,850,14773,12682.93,20814.28571,6222,7452,4889,14244,1841,3668.05,40974.04,41500
979.41,8749,1596.96,10264,4971.83,6974,861.97,7620,66547.31633,4085.8,996.1,31184,8801.13,50846,9336,2458,5603.96,3515.7,48092,1463,921.67,895,486,842,14694,12491.36,20419.38776,6172,7369,4858,14046,1791,3557.25,42954.75,40654.38
955.81,8754,1576.35,10208,4917.72,6858,862.04,7675,65052.56122,3950.3,970.6,30407,8668.96,49388,9060,2355,5603.56,3454.32,48148,1437,898.1,876,479,830,14641,12417.82,20148.97959,6351,7280,4791,13877,1765,3546.25,43015.82,40209.63
945.21,8714,1527.37,10082,4812.61,6579,866.01,7616,64011.17347,3929.8,951.4,30168,8523.48,47945,9053,2308,5576.44,3434.13,47864,1399,880.28,843,469,814,14528,12278.27,19833.67347,6330,7253,4714,13813,1736,3518.26,42097.64,39850.13
954.15,8720,1466.03,10099,4866.22,6456,858.8,7446,63565.40816,4086.4,924,30094,8474.6,47788,8867,2281,5457.26,3437.15,46474,1368,859.59,825,458,803,14650,12041.82,19469.38776,6241,7139,4658,13634,1685,3454.87,40905.7,41106
959.25,8612,1423.53,9876,4836.48,6310,836.56,7073,62767.02041,4032.1,901.5,29715,8449.71,48266,8745,2281,5300.94,3479.71,45120,1333,874.65,802,462,783,14255,11966.24,19224.4898,6029,7071,4570,13203,1718,3383.23,38945.85,41905.88
948.55,8075,1410.71,9508,4723.82,6163,789.7,6863,61138.71429,3773.1,875.7,29591,8327.98,46968,8505,2306,5231.9,3403.44,44038,1315,853.32,779,460,758,13834,11782.92,19301.02041,5912,7021,4505,12631,1734,3394.43,38201.32,41316.38
